"Area","Item","Element","Unit","Year","Year_Value","Flag"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","1997",133133.5036,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","1998",130845.2932,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","1999",130019.4619,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2000",129066.2824,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2001",128028.4929,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2002",127585.7442,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2003",127156.5288,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2004",126036.6355,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2005",126739.6515,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2006",128901.6343,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2007",128877.7917,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2008",128632.4277,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2009",126964.6308,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2010",126180.3081,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2011",125045.3064,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2012",123167.8686,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2013",121906.4175,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2014",120288.6814,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2015",121105.6324,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2016",124364.0763,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2017",126468.9166,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2030",133312.9429,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq)","gigagrams","2050",131406.5284,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1961",144412.5199,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1962",146582.94,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1963",149863.728,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1964",152283.3569,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1965",152320.2883,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1966",150605.3958,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1967",149626.911,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1968",149223.9942,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1969",149100.0617,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1970",151039.1082,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1971",153561.5671,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1972",156626.6953,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1973",160007.631,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1974",166497.555,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1975",170582.1288,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1976",165537.9288,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1977",159743.3628,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1978",152432.1947,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1979",146308.7304,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1980",147126.504,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1981",150699.5789,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1982",151931.598,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1983",151251.0599,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1984",148987.272,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1985",144884.1768,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1986",139749.288,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1987",135377.655,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1988",132653.01,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1989",129191.559,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1990",128117.241,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1991",128591.2845,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1992",129648.015,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1993",131173.4571,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1994",133025.0261,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1995",134802.5353,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1996",135363.0663,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1997",133133.5036,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1998",130845.2932,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","1999",130019.4619,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2000",129066.2824,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2001",128028.4929,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2002",127585.7442,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2003",127156.5288,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2004",126036.6355,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2005",126739.6515,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2006",128901.6343,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2007",128877.7917,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2008",128632.4277,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2009",126964.6308,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2010",126180.3081,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2011",125045.3064,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2012",123167.8686,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2013",121906.4175,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2014",120288.6814,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2015",121105.6324,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2016",124364.0763,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2017",126468.9166,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2030",133312.9429,"A"
"United States of America","Enteric Fermentation","Emissions (CO2eq) from CH4","gigagrams","2050",131406.5284,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1961",1583.0819,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1962",1634.2182,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1963",1619.8426,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1964",1588.9208,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1965",1493.9325,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1966",1393.1952,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1967",1437.1412,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1968",1426.8616,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1969",1425.1446,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1970",1373.8982,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1971",1480.9856,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1972",1424.4296,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1973",1375.6535,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1974",1389.8377,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1975",1323.0544,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1976",1256.423,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1977",1309.1778,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1978",1315.7663,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1979",1352.2176,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1980",1432.2123,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1981",1409.9429,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1982",1352.8028,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1983",1308.264,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1984",1318.3478,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1985",1296.5182,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1986",1266.0212,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1987",1231.4186,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1988",1261.9257,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1989",1264.1439,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1990",1245.5765,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1991",1282.2683,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1992",1284.8036,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1993",1280.0856,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1994",1299.1184,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1995",1284.6713,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1996",1260.7165,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1997",1309.3658,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1998",1314.1246,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","1999",1283.2702,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2000",1284.3399,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2001",1287.8563,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2002",1289.2513,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2003",1296.1898,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2004",1293.1783,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2005",1303.1165,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2006",1315.774,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2007",1330.5005,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2008",1397.5252,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2009",1351.2912,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2010",1348.2574,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2011",1366.2933,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2012",1365.8545,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2013",1348.6339,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2014",1382.9875,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2015",1396.9733,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2016",1430.8441,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2017",1455.6968,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2030",1385.5734,"A"
"United States of America","Manure Management","Emissions (CH4)","gigagrams","2050",1409.194,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1961",47609.5973,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1962",48966.5229,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1963",48967.1523,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1964",48553.0739,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1965",46459.4927,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1966",44117.9733,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1967",45162.494,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1968",44861.6908,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1969",44868.3243,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1970",43917.1151,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1971",46608.5252,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1972",45620.7289,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1973",44785.6334,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1974",45654.9904,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1975",44419.5088,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1976",42603.6605,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1977",43372.152,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1978",42996.7135,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1979",43473.6021,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1980",45400.0756,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1981",45210.0641,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1982",43959.8195,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1983",42901.166,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1984",42996.7231,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1985",42244.5866,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1986",41267.2636,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1987",40346.1301,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1988",40851.114,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1989",40751.3035,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1990",40368.6295,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1991",41319.2768,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1992",41535.3671,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1993",41602.3441,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1994",42243.8501,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1995",42133.0426,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1996",41724.4828,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1997",42711.2655,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1998",42597.407,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","1999",41810.1452,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2000",41819.7906,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2001",41862.9121,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2002",41890.6263,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2003",41955.9004,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2004",41759.6413,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2005",42004.409,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2006",42487.1014,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2007",42871.9986,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2008",44420.3229,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2009",43043.9586,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2010",42924.8615,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2011",43240.7177,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2012",43099.4465,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2013",42563.1324,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2014",43245.7295,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2015",43621.3565,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2016",44679.5492,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2017",45412.1996,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2030",44965.67,"A"
"United States of America","Manure Management","Emissions (CO2eq)","gigagrams","2050",45757.7893,"A"
"United States of America","Manure Management","Emissions (CO2eq) from CH4","gigagrams","1961",33244.7194,"A"
"United States of America","Manure Management","Emissions (CO2eq) from CH4","gigagrams","1962",34318.5825,"A"
"United States of America","Manure Management","Emissions (CO2eq) from CH4","gigagrams","1963",34016.6938,"A"
"United States of America","Manure Management","Emissions (CO2eq) from CH4","gigagrams","1964",33367.3377,"A"
"United States of America","Manure Management","Emissions (CO2eq) from CH4","gigagrams","1965",31372.5829,"A"
"United States of America","Manure Management","Emissions (CO2eq) from CH4","gigagrams","1966",29257.0983,"A"
"United States of America","Manure Management","Emissions (CO2eq) from CH4","gigagrams","1967",30179.9648,"A"
"United States of America","Manure Management","Emissions (CO2eq) from CH4","gigagrams","1968",29964.0946,"A"
"United States of America","Manure Management","Emissions (CO2eq) from CH4","gigagrams","1969",29928.0366,"A"
"United States of America","Manure Management","Emissions (CO2eq) from CH4","gigagrams","1970",28851.8623,"A"
"United States of America","Manure Management","Emissions (CO2eq) from CH4","gigagrams","1971",31100.6979,"A"
"United States of America","Manure Management","Emissions (CO2eq) from CH4","gigagrams","1972",29913.0214,"A"
